id,company,ticker,exchange,cik,items,sector,filerCategory,revenue,revenueFY,city,hq,formerName,event,filed,deadline,quote,source,profile
"0001401914-26-000050","Dare Bioscience, Inc.","","","1401914","5.03","","","","","","","","2026-09-10","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1401914/000140191426000050/0001401914-26-000050-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1401914&type=8-K&dateb=&owner=include&count=40"
"0001437749-26-030183","DAILY JOURNAL CORP","","","783412","5.03 5.07 8.01 9.01","Manufacturing","","","","LOS ANGELES","CA","DAILY JOURNAL CO","2026-09-10","2026-09-11","","An “uncontested election” means an election of directors in which the number of candidates for election does not exceed the number of directors to be elected, determined as of the expiration of the time fixed under Article III, Section 3 of the Company’s Bylaws for submission of director nominations for that election.","https://www.sec.gov/Archives/edgar/data/783412/000143774926030183/0001437749-26-030183-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=783412&type=8-K&dateb=&owner=include&count=40"
"0001437749-26-030185","Professional Diversity Network, Inc.","","","1546296","3.03 5.03 8.01 9.01","Technology","","","","CHICAGO","IL","Professional Diversity Network, LLC","2026-09-10","2026-09-11","","Eastern Time on September 11, 2026, and the Company’s common stock is expected to begin trading on a split-adjusted basis on the Nasdaq Capital Market at the opening of trading on September 14, 2026.","https://www.sec.gov/Archives/edgar/data/1546296/000143774926030185/0001437749-26-030185-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1546296&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-042282","Ocean Power Technologies, Inc.","","","1378140","3.03 5.03 5.07 9.01","Energy & Transportation","","","","MONROE TOWNSHIP","NJ","Ocean Power Technologies, INc.","2026-09-10","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1378140/000149315226042282/0001493152-26-042282-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1378140&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-042429","Volato Group, Inc.","","","1853070","1.01 2.01 2.03 3.02 3.03 5.02 5.03 9.01","Energy & Transportation","","","","CHAMBLEE","GA","PROOF Acquisition Corp I","2026-09-04","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1853070/000149315226042429/0001493152-26-042429-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1853070&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-042431","Greenwave Technology Solutions, Inc.","","","1589149","3.02 5.03 8.01 9.01","Trade & Services","","","","CHESAPEAKE","VA","MassRoots, Inc.","2026-09-09","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1589149/000149315226042431/0001493152-26-042431-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1589149&type=8-K&dateb=&owner=include&count=40"
"0001640334-26-001493","GPO Plus, Inc.","","","1673475","3.02 5.02 5.03 9.01","Trade & Services","","","","LAS VEGAS","NV","GLOBAL HOUSE HOLDINGS LTD.","2026-08-19","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1673475/000164033426001493/0001640334-26-001493-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1673475&type=8-K&dateb=&owner=include&count=40"
"0001640334-26-001495","GPO Plus, Inc.","","","1673475","1.01 2.01 3.02 5.03 9.01","Trade & Services","","","","LAS VEGAS","NV","GLOBAL HOUSE HOLDINGS LTD.","2026-09-07","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1673475/000164033426001495/0001640334-26-001495-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1673475&type=8-K&dateb=&owner=include&count=40"
"0001654954-26-008309","VISIUM TECHNOLOGIES, INC.","","","1082733","3.03 5.03 9.01","Technology","","","","FORT LAUDERDALE","FL","NuSTATE ENERGY HOLDINGS, INC.","2026-09-11","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1082733/000165495426008309/0001654954-26-008309-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1082733&type=8-K&dateb=&owner=include&count=40"
"0001728117-26-000094","Gossamer Bio, Inc.","","","1728117","3.03 5.03 8.01 9.01","Life Sciences","","","","SAN DIEGO","CA","","2026-09-10","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1728117/000172811726000094/0001728117-26-000094-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1728117&type=8-K&dateb=&owner=include&count=40"
"0001749723-26-000118","New Fortress Energy Inc.","","","1749723","1.01 1.02 2.01 2.03 3.02 3.03 5.02 5.03 8.01 9.01","Energy & Transportation","","","","NEW YORK","NY","New Fortress Energy LLC","2026-09-11","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1749723/000174972326000118/0001749723-26-000118-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1749723&type=8-K&dateb=&owner=include&count=40"
"0001805526-26-000104","DeFi Development Corp.","","","1805526","1.01 5.03 9.01","Crypto Assets","","","","BOCA RATON","FL","Janover Inc.","2026-09-11","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1805526/000180552626000104/0001805526-26-000104-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1805526&type=8-K&dateb=&owner=include&count=40"
"0001832511-26-000036","P3 Health Partners Inc.","","","1832511","1.01 3.02 5.03","Industrial Applications and Services","","","","CHICAGO","IL","Foresight Acquisition Corp.","2026-09-04","2026-09-11","","","https://www.sec.gov/Archives/edgar/data/1832511/000183251126000036/0001832511-26-000036-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1832511&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-042207","Paradium.AI, Inc.","","","894871","5.03 7.01 9.01","Technology","","","","NEW YORK","NY","Arena Group Holdings, Inc.","2026-08-31","2026-09-10","","","https://www.sec.gov/Archives/edgar/data/894871/000149315226042207/0001493152-26-042207-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=894871&type=8-K&dateb=&owner=include&count=40"
"0001104659-26-106324","Alchemy Investments Acquisition Corp 1","ALCYF","OTC","1901336","5.03 5.07","Blank Checks","Emerging growth company","","","NEWARK","DE","VAM Acquisition Corp.","2026-09-08","2026-09-09","","","https://www.sec.gov/Archives/edgar/data/1901336/000110465926106324/0001104659-26-106324-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1901336&type=8-K&dateb=&owner=include&count=40"
"0001171843-26-005956","BJs RESTAURANTS INC","BJRI","Nasdaq","1013488","5.02 5.03 8.01 9.01","Retail-Eating  Places","Large accelerated filer","1399126000","2025","HUNTINGTON BEACH","CA","CHICAGO PIZZA & BREWERY INC","2026-09-02","2026-09-09","","White to the Company s Board of Directors as independent directors, effective September 3, 2026.","https://www.sec.gov/Archives/edgar/data/1013488/000117184326005956/0001171843-26-005956-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1013488&type=8-K&dateb=&owner=include&count=40"
"0001193125-26-385826","Blue Laser Fusion, Inc.","","","1938570","1.01 2.01 3.02 3.03 4.01 5.01 5.02 5.03 5.05 5.06 9.01","Blank Checks","Non-accelerated filer · Smaller reporting company · Emerging growth company","","","GOLETA","CA","Unite Acquisition 2 Corp.","2026-09-04","2026-09-09","","","https://www.sec.gov/Archives/edgar/data/1938570/000119312526385826/0001193125-26-385826-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1938570&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-098212","BiomX Inc.","HLSQ","NYSE","1739174","5.03 9.01","Services-Prepackaged Software","Non-accelerated filer · Smaller reporting company","","","DOVER","DE","","2026-09-03","2026-09-09","","","https://www.sec.gov/Archives/edgar/data/1739174/000121390026098212/0001213900-26-098212-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1739174&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-098391","Andretti Acquisition Corp. II","POLE","Nasdaq","2025341","1.01 5.03 5.07 8.01 9.01","Blank Checks","Emerging growth company","","","INDIANAPOLIS","IN","","2026-09-08","2026-09-09","","","https://www.sec.gov/Archives/edgar/data/2025341/000121390026098391/0001213900-26-098391-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2025341&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-041918","Aspire Biopharma Holdings, Inc.","","","1847345","5.03 8.01 9.01","Life Sciences","","","","ESTERO","FL","PowerUp Acquisition Corp.","2026-09-08","2026-09-09","","","https://www.sec.gov/Archives/edgar/data/1847345/000149315226041918/0001493152-26-041918-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1847345&type=8-K&dateb=&owner=include&count=40"
"0001104659-26-105901","Cytosorbents Corp","CTSO","Nasdaq","1175151","5.03 9.01","Surgical & Medical Instruments & Apparatus","Non-accelerated filer · Smaller reporting company","6080844","2018","PRINCETON","NJ","MedaSorb Technologies CORP","2026-09-08","2026-09-08","","","https://www.sec.gov/Archives/edgar/data/1175151/000110465926105901/0001104659-26-105901-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1175151&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-097860","La Rosa Holdings Corp.","LRHC","Nasdaq","1879403","3.03 5.03 7.01 9.01","Real Estate Agents & Managers (For Others)","Emerging growth company","68507806","2025","CELEBRATION","FL","","2026-09-03","2026-09-08","","La Rosa's common stock will continue to trade on Nasdaq under the symbol ""LRHC"" and will begin trading on a split-adjusted basis when the market opens on September 8, 2026.","https://www.sec.gov/Archives/edgar/data/1879403/000121390026097860/0001213900-26-097860-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1879403&type=8-K&dateb=&owner=include&count=40"
"0001437749-26-029847","Stablecoin Development Corp","","","1389545","3.03 5.02 5.03 9.01","Crypto Assets","","","","WEST PALM BEACH","FL","NovaBay Pharmaceuticals, Inc.","2026-09-02","2026-09-08","","","https://www.sec.gov/Archives/edgar/data/1389545/000143774926029847/0001437749-26-029847-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1389545&type=8-K&dateb=&owner=include&count=40"
"0001805526-26-000098","DeFi Development Corp.","","","1805526","1.01 3.03 5.03 8.01 9.01","Crypto Assets","","","","BOCA RATON","FL","Janover Inc.","2026-09-03","2026-09-08","","","https://www.sec.gov/Archives/edgar/data/1805526/000180552626000098/0001805526-26-000098-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1805526&type=8-K&dateb=&owner=include&count=40"
"0000930413-26-002844","Nuveen Farmland REIT","","","2085428","1.01 3.02 5.02 5.03 8.01 9.01","Real Estate Investment Trusts","Emerging growth company","","","NEW YORK","NY","","2026-09-01","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/2085428/000093041326002844/0000930413-26-002844-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2085428&type=8-K&dateb=&owner=include&count=40"
"0001104659-26-105542","ConnectM Technology Solutions, Inc.","CNTM","OTC","1895249","1.01 3.02 5.03 9.01","Construction - Special Trade Contractors","Emerging growth company","35836809","2025","MARLBOROUGH","MA","Monterey Capital Acquisition Corp","2026-08-31","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/1895249/000110465926105542/0001104659-26-105542-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1895249&type=8-K&dateb=&owner=include&count=40"
"0001193125-26-383671","LIVEPERSON INC","LPSN","Nasdaq","1102993","2.01 3.01 3.03 5.01 5.02 5.03 8.01 9.01","Services-Prepackaged Software","Accelerated filer · Smaller reporting company","243742000","2025","NEW YORK","NY","","2026-09-04","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/1102993/000119312526383671/0001193125-26-383671-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1102993&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-097770","Greenland Mines Ltd","GRML","Nasdaq","1907223","1.01 2.01 3.02 5.03 5.07 9.01","Biological Products, (No Diagnostic Substances)","Emerging growth company","","","OMAHA","NE","","2026-09-01","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/1907223/000121390026097770/0001213900-26-097770-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1907223&type=8-K&dateb=&owner=include&count=40"
"0001482541-26-000045","CEA Industries Inc.","","","1482541","5.03 8.01 9.01","Industrial Applications and Services","","","","LOUISVILLE","CO","Surna Inc.","2026-09-04","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/1482541/000148254126000045/0001482541-26-000045-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1482541&type=8-K&dateb=&owner=include&count=40"
"0001683168-26-006974","Cardiff Lexington Corp","","","811222","3.03 5.03 9.01","Industrial Applications and Services","","","","LAS VEGAS","NV","CARDIFF INTERNATIONAL INC","2026-08-31","2026-09-04","","","https://www.sec.gov/Archives/edgar/data/811222/000168316826006974/0001683168-26-006974-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=811222&type=8-K&dateb=&owner=include&count=40"
"0000939057-26-000222","RIVERVIEW BANCORP INC","RVSB","Nasdaq","1041368","5.03 5.07 7.01 9.01","Savings Institution, Federally Chartered","Non-accelerated filer · Smaller reporting company","","","VANCOUVER","WA","","2026-08-27","2026-09-02","","","https://www.sec.gov/Archives/edgar/data/1041368/000093905726000222/0000939057-26-000222-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1041368&type=8-K&dateb=&owner=include&count=40"
"0001193125-26-379008","Nuburu, Inc.","BURU","","1814215","3.03 5.03 9.01","Miscellaneous Electrical Machinery, Equipment & Supplies","Non-accelerated filer · Smaller reporting company","152127","2024","DENVER","CO","Tailwind Acquisition Corp.","2026-09-01","2026-09-02","","","https://www.sec.gov/Archives/edgar/data/1814215/000119312526379008/0001193125-26-379008-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1814215&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-096744","Inflection Point Acquisition Corp. VIII","IPHX","","2146310","1.01 3.02 5.02 5.03 8.01 9.01","Blank Checks","Emerging growth company","","","MIAMI BEACH","FL","","2026-08-27","2026-09-02","","No assurance can be given that the offering discussed above will be completed on the terms described, or at all.","https://www.sec.gov/Archives/edgar/data/2146310/000121390026096744/0001213900-26-096744-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2146310&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-096784","PMGC Holdings Inc.","ELAB","Nasdaq","1840563","1.01 3.03 5.03 7.01 9.01","Pharmaceutical Preparations","Emerging growth company","590084","2025","NEWPORT BEACH","CA","","2026-08-27","2026-09-02","","1 1 https://www.expertmarketresearch.com/reports/cardiometabolic-disease-market Connection to Prior Program Update On July 1, 2026, the Company announced positive Phase III results and noted that the proposed next stage would evaluate whether ANT1 induction is maintained in a more mature muscle model.","https://www.sec.gov/Archives/edgar/data/1840563/000121390026096784/0001213900-26-096784-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1840563&type=8-K&dateb=&owner=include&count=40"
"0001213900-26-096810","BioRestorative Therapies, Inc.","BRTX","Nasdaq","1505497","3.03 5.03 7.01 9.01","Services-Misc Health & Allied Services, NEC","Non-accelerated filer · Smaller reporting company","359700","2025","MELVILLE","NY","","2026-09-02","2026-09-02","","The Company was not required to obtain stockholder approval to effectuate the Reverse Stock Split under Nevada law.","https://www.sec.gov/Archives/edgar/data/1505497/000121390026096810/0001213900-26-096810-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1505497&type=8-K&dateb=&owner=include&count=40"
"0001437749-26-029455","cbdMD, Inc.","","","1644903","1.01 5.03 7.01 9.01","","","","","","","","2026-09-01","2026-09-02","","CHARLOTTE, N.C., September 2, 2026, cbdMD, Inc. (NYSE American: YCBD), a leading consumer wellness company, today announced that it has entered into a definitive asset purchase agreement to acquire operating assets and brands of Twinlab, including Twinlab, Reserveage, Metabolife, and Alvita Tea.","https://www.sec.gov/Archives/edgar/data/1644903/000143774926029455/0001437749-26-029455-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1644903&type=8-K&dateb=&owner=include&count=40"
"0001829126-26-009632","Exascale Labs Holdings Inc.","","","2109869","1.01 1.02 2.01 3.01 3.03 4.01 5.01 5.02 5.03 5.06 7.01 9.01","Technology","","","","NEW YORK","NY","D. Boral ARC Merger Corp","2026-08-27","2026-09-02","","","https://www.sec.gov/Archives/edgar/data/2109869/000182912626009632/0001829126-26-009632-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2109869&type=8-K&dateb=&owner=include&count=40"
"0001104659-26-103228","Rainier Acquisition Corp","RNAQ","","2147219","1.01 3.02 5.02 5.03 8.01 9.01","Blank Checks","Emerging growth company","","","NEW YORK","NY","","2026-08-26","2026-08-28","","No assurance can be given that the offering will be completed on the terms described, or at all, or that the proceeds of the offering will be used as indicated.","https://www.sec.gov/Archives/edgar/data/2147219/000110465926103228/0001104659-26-103228-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2147219&type=8-K&dateb=&owner=include&count=40"
"0001104659-26-103230","Intercontinental Exchange, Inc.","ICE","NYSE","1571949","5.03 9.01","Security & Commodity Brokers, Dealers, Exchanges & Services","Large accelerated filer","12640000000","2025","ATLANTA","GA","IntercontinentalExchange Group, Inc.","2026-08-28","2026-08-28","","","https://www.sec.gov/Archives/edgar/data/1571949/000110465926103230/0001104659-26-103230-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1571949&type=8-K&dateb=&owner=include&count=40"
"0001193125-26-374329","FLOWERS FOODS INC","FLO","NYSE","1128928","5.03 9.01","Food and Kindred Products","Large accelerated filer","5256479000","2026","THOMASVILLE","GA","","2026-08-28","2026-08-28","","","https://www.sec.gov/Archives/edgar/data/1128928/000119312526374329/0001193125-26-374329-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1128928&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-040521","Cycurion, Inc.","","","1868419","3.03 5.03 7.01 9.01","Technology","","","","MCLEAN","VA","Western Acquisition Ventures Corp.","2026-08-28","2026-08-28","","","https://www.sec.gov/Archives/edgar/data/1868419/000149315226040521/0001493152-26-040521-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1868419&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-040652","ALLIANCE ENTERTAINMENT HOLDING CORP","","","1823584","5.03 9.01","Trade & Services","","","","PLANTATION","FL","Adara Acquisition Corp.","2026-08-26","2026-08-28","","","https://www.sec.gov/Archives/edgar/data/1823584/000149315226040652/0001493152-26-040652-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1823584&type=8-K&dateb=&owner=include&count=40"
"0001493152-26-040653","Glucotrack, Inc.","","","1506983","5.03 8.01 9.01","Industrial Applications and Services","","","","RUTHERFORD","NJ","GlucoTrack, Inc.","2026-08-28","2026-08-28","","","https://www.sec.gov/Archives/edgar/data/1506983/000149315226040653/0001493152-26-040653-index.htm","https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1506983&type=8-K&dateb=&owner=include&count=40"
